date	time_sec	time_sec	Ch1_O2	Ch1_temp	Ch2_O2	Ch3_O2	Ch4_O2
8/10/2022	19:01.1	2847.109	7.638	24.691	7.65	7.528	8.102
8/10/2022	19:02.1	2848.107	7.633	24.693	7.651	7.524	8.098
8/10/2022	19:03.1	2849.108	7.632	24.692	7.65	7.523	8.097
8/10/2022	19:04.1	2850.109	7.638	24.694	7.644	7.522	8.097
8/10/2022	19:05.1	2851.109	7.631	24.693	7.646	7.52	8.093
8/10/2022	19:06.1	2852.109	7.629	24.696	7.644	7.52	8.098
8/10/2022	19:07.1	2853.113	7.634	24.697	7.64	7.517	8.1
8/10/2022	19:08.1	2854.113	7.633	24.696	7.642	7.52	8.092
8/10/2022	19:09.1	2855.112	7.628	24.696	7.639	7.524	8.096
8/10/2022	19:10.1	2856.111	7.631	24.696	7.636	7.514	8.095
8/10/2022	19:11.1	2857.128	7.627	24.697	7.638	7.513	8.095
8/10/2022	19:12.1	2858.111	7.628	24.695	7.644	7.515	8.093
8/10/2022	19:13.1	2859.112	7.628	24.695	7.634	7.519	8.097
8/10/2022	19:14.1	2860.113	7.619	24.696	7.638	7.513	8.096
8/10/2022	19:15.1	2861.112	7.623	24.696	7.638	7.518	8.093
8/10/2022	19:16.1	2862.114	7.62	24.697	7.639	7.509	8.096
8/10/2022	19:17.1	2863.115	7.614	24.696	7.637	7.52	8.094
8/10/2022	19:18.1	2864.115	7.616	24.698	7.636	7.517	8.093
8/10/2022	19:19.1	2865.114	7.611	24.697	7.637	7.512	8.091
8/10/2022	19:20.1	2866.114	7.617	24.697	7.636	7.517	8.095
8/10/2022	19:21.1	2867.116	7.614	24.698	7.626	7.515	8.094
8/10/2022	19:22.1	2868.118	7.61	24.699	7.626	7.509	8.094
8/10/2022	19:23.1	2869.116	7.608	24.699	7.624	7.508	8.092
8/10/2022	19:24.1	2870.115	7.603	24.697	7.622	7.507	8.098
8/10/2022	19:25.1	2871.116	7.607	24.698	7.626	7.512	8.09
8/10/2022	19:26.1	2872.116	7.603	24.697	7.625	7.511	8.094
8/10/2022	19:27.1	2873.115	7.604	24.696	7.624	7.501	8.092
8/10/2022	19:28.1	2874.122	7.604	24.697	7.616	7.51	8.099
8/10/2022	19:29.1	2875.117	7.602	24.698	7.623	7.512	8.095
8/10/2022	19:30.1	2876.117	7.6	24.7	7.617	7.502	8.091
8/10/2022	19:31.1	2877.117	7.599	24.697	7.621	7.506	8.091
8/10/2022	19:32.1	2878.117	7.606	24.695	7.62	7.503	8.095
8/10/2022	19:33.1	2879.117	7.601	24.696	7.617	7.504	8.094
8/10/2022	19:34.1	2880.117	7.595	24.697	7.618	7.498	8.095
8/10/2022	19:35.1	2881.116	7.593	24.699	7.615	7.502	8.092
8/10/2022	19:36.1	2882.117	7.596	24.699	7.617	7.5	8.095
8/10/2022	19:37.1	2883.117	7.593	24.697	7.609	7.504	8.091
8/10/2022	19:38.1	2884.118	7.591	24.698	7.614	7.502	8.095
8/10/2022	19:39.1	2885.119	7.594	24.696	7.615	7.502	8.097
8/10/2022	19:40.1	2886.12	7.589	24.697	7.603	7.503	8.096
8/10/2022	19:41.1	2887.12	7.594	24.697	7.607	7.499	8.095
8/10/2022	19:42.1	2888.121	7.589	24.7	7.608	7.503	8.095
8/10/2022	19:43.1	2889.131	7.584	24.701	7.607	7.501	8.09
8/10/2022	19:44.1	2890.122	7.586	24.699	7.603	7.496	8.092
8/10/2022	19:45.1	2891.121	7.585	24.701	7.603	7.494	8.089
8/10/2022	19:46.1	2892.122	7.582	24.697	7.609	7.496	8.094
8/10/2022	19:47.1	2893.121	7.581	24.695	7.601	7.494	8.102
8/10/2022	19:48.1	2894.157	7.584	24.69	7.599	7.502	8.096
8/10/2022	19:49.1	2895.123	7.587	24.688	7.606	7.498	8.098
8/10/2022	19:50.1	2896.123	7.587	24.688	7.604	7.493	8.096
8/10/2022	19:51.1	2897.124	7.58	24.689	7.6	7.496	8.093
8/10/2022	19:52.1	2898.123	7.577	24.691	7.6	7.496	8.097
8/10/2022	19:53.1	2899.124	7.573	24.693	7.597	7.494	8.096
8/10/2022	19:54.1	2900.124	7.574	24.695	7.596	7.498	8.093
8/10/2022	19:55.1	2901.125	7.574	24.697	7.591	7.491	8.094
8/10/2022	19:56.1	2902.124	7.567	24.697	7.592	7.491	8.095
8/10/2022	19:57.1	2903.128	7.573	24.698	7.592	7.484	8.092
8/10/2022	19:58.1	2904.129	7.573	24.695	7.59	7.486	8.096
8/10/2022	19:59.1	2905.13	7.572	24.694	7.59	7.486	8.092
8/10/2022	20:00.1	2906.132	7.572	24.692	7.588	7.49	8.095
8/10/2022	20:01.1	2907.13	7.569	24.692	7.587	7.49	8.094
8/10/2022	20:02.1	2908.131	7.571	24.691	7.594	7.486	8.098
8/10/2022	20:03.1	2909.129	7.567	24.69	7.589	7.486	8.096
8/10/2022	20:04.1	2910.13	7.565	24.693	7.576	7.496	8.094
8/10/2022	20:05.1	2911.129	7.567	24.692	7.586	7.485	8.102
8/10/2022	20:06.1	2912.129	7.564	24.696	7.591	7.481	8.099
8/10/2022	20:07.1	2913.129	7.564	24.694	7.585	7.483	8.097
8/10/2022	20:08.1	2914.131	7.56	24.698	7.579	7.482	8.091
8/10/2022	20:09.1	2915.131	7.556	24.698	7.576	7.49	8.098
8/10/2022	20:10.1	2916.13	7.557	24.699	7.574	7.48	8.094
8/10/2022	20:11.1	2917.131	7.558	24.697	7.576	7.48	8.096
8/10/2022	20:12.1	2918.132	7.551	24.696	7.577	7.481	8.095
8/10/2022	20:13.1	2919.131	7.554	24.694	7.579	7.476	8.096
8/10/2022	20:14.1	2920.131	7.553	24.692	7.584	7.481	8.095
8/10/2022	20:15.1	2921.132	7.553	24.692	7.57	7.477	8.098
8/10/2022	20:16.1	2922.134	7.552	24.694	7.581	7.482	8.094
8/10/2022	20:17.1	2923.132	7.544	24.696	7.572	7.478	8.093
8/10/2022	20:18.1	2924.133	7.551	24.698	7.574	7.48	8.09
8/10/2022	20:19.1	2925.14	7.549	24.699	7.57	7.476	8.094
8/10/2022	20:20.1	2926.133	7.548	24.7	7.568	7.476	8.091
8/10/2022	20:21.1	2927.132	7.546	24.702	7.573	7.474	8.097
8/10/2022	20:22.1	2928.133	7.54	24.702	7.57	7.468	8.095
8/10/2022	20:23.1	2929.132	7.545	24.703	7.563	7.477	8.095
8/10/2022	20:24.1	2930.133	7.537	24.703	7.572	7.471	8.094
8/10/2022	20:25.1	2931.132	7.54	24.706	7.565	7.471	8.096
8/10/2022	20:26.1	2932.133	7.539	24.705	7.563	7.467	8.093
8/10/2022	20:27.1	2933.135	7.536	24.701	7.559	7.472	8.096
8/10/2022	20:28.1	2934.136	7.534	24.697	7.557	7.469	8.095
8/10/2022	20:29.1	2935.135	7.538	24.696	7.555	7.47	8.096
8/10/2022	20:30.1	2936.138	7.532	24.701	7.552	7.469	8.095
8/10/2022	20:31.1	2937.136	7.53	24.704	7.553	7.47	8.099
8/10/2022	20:32.1	2938.137	7.532	24.706	7.556	7.466	8.092
8/10/2022	20:33.1	2939.139	7.526	24.704	7.556	7.463	8.098
8/10/2022	20:34.1	2940.137	7.525	24.703	7.555	7.47	8.092
8/10/2022	20:35.1	2941.138	7.526	24.704	7.551	7.465	8.094
8/10/2022	20:36.1	2942.139	7.523	24.705	7.549	7.464	8.095
8/10/2022	20:37.1	2943.138	7.524	24.706	7.551	7.463	8.099
8/10/2022	20:38.1	2944.153	7.529	24.706	7.549	7.466	8.094
8/10/2022	20:39.1	2945.138	7.526	24.706	7.547	7.463	8.094
8/10/2022	20:40.1	2946.138	7.529	24.707	7.54	7.46	8.092
8/10/2022	20:41.1	2947.139	7.528	24.708	7.545	7.462	8.095
8/10/2022	20:42.1	2948.14	7.522	24.708	7.539	7.463	8.094
8/10/2022	20:43.1	2949.14	7.521	24.707	7.542	7.461	8.094
8/10/2022	20:44.1	2950.14	7.518	24.707	7.538	7.46	8.094
8/10/2022	20:45.1	2951.14	7.517	24.708	7.539	7.456	8.096
8/10/2022	20:46.1	2952.139	7.521	24.709	7.54	7.46	8.093
8/10/2022	20:47.1	2953.139	7.515	24.71	7.537	7.457	8.094
8/10/2022	20:48.1	2954.141	7.511	24.71	7.538	7.457	8.094
8/10/2022	20:49.1	2955.139	7.512	24.71	7.54	7.456	8.094
8/10/2022	20:50.1	2956.14	7.516	24.709	7.531	7.457	8.091
8/10/2022	20:51.1	2957.14	7.513	24.71	7.535	7.454	8.093
8/10/2022	20:52.1	2958.141	7.509	24.71	7.532	7.458	8.094
8/10/2022	20:53.1	2959.15	7.508	24.711	7.534	7.452	8.098
8/10/2022	20:54.1	2960.142	7.51	24.712	7.529	7.453	8.09
8/10/2022	20:55.1	2961.143	7.51	24.713	7.525	7.45	8.09
8/10/2022	20:56.1	2962.144	7.504	24.712	7.526	7.455	8.09
8/10/2022	20:57.1	2963.143	7.497	24.715	7.533	7.451	8.091
8/10/2022	20:58.1	2964.146	7.509	24.714	7.528	7.453	8.093
8/10/2022	20:59.1	2965.145	7.499	24.714	7.531	7.452	8.092
8/10/2022	21:00.1	2966.146	7.496	24.712	7.523	7.446	8.097
8/10/2022	21:01.1	2967.146	7.499	24.711	7.521	7.451	8.091
8/10/2022	21:02.1	2968.145	7.496	24.712	7.519	7.443	8.097
8/10/2022	21:03.1	2969.146	7.495	24.711	7.519	7.445	8.091
8/10/2022	21:04.1	2970.146	7.488	24.712	7.519	7.444	8.094
8/10/2022	21:05.1	2971.145	7.494	24.714	7.518	7.449	8.093
8/10/2022	21:06.1	2972.146	7.49	24.715	7.52	7.444	8.093
8/10/2022	21:07.1	2973.146	7.494	24.713	7.518	7.449	8.094
8/10/2022	21:08.1	2974.145	7.49	24.713	7.521	7.449	8.091
8/10/2022	21:09.1	2975.146	7.488	24.715	7.514	7.444	8.091
8/10/2022	21:10.1	2976.146	7.49	24.72	7.512	7.449	8.09
8/10/2022	21:11.1	2977.15	7.482	24.724	7.513	7.441	8.089
8/10/2022	21:12.1	2978.145	7.484	24.724	7.505	7.441	8.09
8/10/2022	21:13.2	2979.242	7.482	24.722	7.511	7.435	8.092
8/10/2022	21:14.1	2980.146	7.481	24.72	7.511	7.436	8.086
8/10/2022	21:15.1	2981.147	7.481	24.72	7.508	7.434	8.087
8/10/2022	21:16.1	2982.147	7.48	24.721	7.499	7.437	8.091
8/10/2022	21:17.1	2983.146	7.475	24.721	7.498	7.443	8.093
8/10/2022	21:18.1	2984.146	7.48	24.72	7.503	7.43	8.091
8/10/2022	21:19.1	2985.145	7.479	24.721	7.509	7.431	8.089
8/10/2022	21:20.1	2986.147	7.482	24.72	7.506	7.435	8.091
8/10/2022	21:21.1	2987.146	7.476	24.723	7.508	7.429	8.089
8/10/2022	21:22.1	2988.147	7.48	24.723	7.503	7.435	8.09
8/10/2022	21:23.1	2989.146	7.475	24.72	7.503	7.431	8.096
8/10/2022	21:24.1	2990.146	7.467	24.718	7.507	7.433	8.09
8/10/2022	21:25.1	2991.145	7.469	24.718	7.5	7.431	8.092
8/10/2022	21:26.1	2992.145	7.474	24.72	7.497	7.431	8.089
8/10/2022	21:27.1	2993.146	7.466	24.72	7.496	7.431	8.084
8/10/2022	21:28.1	2994.163	7.467	24.721	7.498	7.431	8.092
8/10/2022	21:29.1	2995.146	7.463	24.723	7.505	7.426	8.09
8/10/2022	21:30.1	2996.146	7.468	24.724	7.494	7.433	8.089
8/10/2022	21:31.1	2997.146	7.463	24.723	7.496	7.429	8.092
8/10/2022	21:32.1	2998.146	7.463	24.721	7.496	7.425	8.09
8/10/2022	21:33.1	2999.145	7.465	24.719	7.496	7.423	8.09
8/10/2022	21:34.1	3000.145	7.456	24.721	7.489	7.422	8.09
8/10/2022	21:35.1	3001.146	7.465	24.724	7.494	7.43	8.087
8/10/2022	21:36.1	3002.145	7.459	24.728	7.49	7.423	8.088
8/10/2022	21:37.1	3003.145	7.456	24.732	7.489	7.427	8.092
8/10/2022	21:38.1	3004.146	7.455	24.733	7.49	7.426	8.087
8/10/2022	21:39.1	3005.148	7.458	24.734	7.487	7.423	8.095
8/10/2022	21:40.1	3006.146	7.46	24.736	7.491	7.431	8.09
8/10/2022	21:41.1	3007.146	7.464	24.736	7.495	7.427	8.095
8/10/2022	21:42.1	3008.147	7.464	24.734	7.507	7.432	8.091
8/10/2022	21:43.1	3009.146	7.469	24.733	7.508	7.436	8.092
8/10/2022	21:44.1	3010.155	7.48	24.732	7.515	7.437	8.09
8/10/2022	21:45.2	3011.19	7.477	24.732	7.522	7.446	8.09
8/10/2022	21:46.1	3012.148	7.492	24.736	7.528	7.439	8.087
8/10/2022	21:47.1	3013.148	7.498	24.737	7.539	7.446	8.088
8/10/2022	21:48.1	3014.147	7.511	24.737	7.54	7.447	8.088
8/10/2022	21:49.1	3015.148	7.523	24.737	7.551	7.448	8.091
8/10/2022	21:50.1	3016.147	7.535	24.738	7.563	7.45	8.089
8/10/2022	21:51.1	3017.147	7.538	24.739	7.574	7.457	8.087
8/10/2022	21:52.1	3018.148	7.549	24.736	7.582	7.461	8.092
8/10/2022	21:53.1	3019.149	7.56	24.73	7.593	7.462	8.093
8/10/2022	21:54.1	3020.152	7.569	24.725	7.603	7.463	8.094
8/10/2022	21:55.1	3021.151	7.577	24.724	7.6	7.472	8.091
8/10/2022	21:56.1	3022.152	7.586	24.724	7.61	7.472	8.089
8/10/2022	21:57.1	3023.152	7.598	24.727	7.615	7.477	8.091
8/10/2022	21:58.1	3024.152	7.606	24.729	7.622	7.476	8.088
8/10/2022	21:59.1	3025.152	7.613	24.734	7.633	7.478	8.09
8/10/2022	22:00.1	3026.152	7.615	24.735	7.637	7.478	8.09
8/10/2022	22:01.1	3027.153	7.625	24.733	7.637	7.483	8.093
8/10/2022	22:02.1	3028.153	7.641	24.729	7.649	7.483	8.087
8/10/2022	22:03.1	3029.152	7.641	24.726	7.645	7.487	8.092
8/10/2022	22:04.1	3030.153	7.652	24.729	7.65	7.496	8.089
8/10/2022	22:05.1	3031.152	7.657	24.732	7.654	7.497	8.092
8/10/2022	22:06.1	3032.152	7.666	24.734	7.664	7.502	8.091
8/10/2022	22:07.1	3033.153	7.676	24.735	7.671	7.497	8.089
8/10/2022	22:08.1	3034.153	7.678	24.735	7.67	7.5	8.094
8/10/2022	22:09.1	3035.154	7.677	24.734	7.678	7.506	8.097
8/10/2022	22:10.1	3036.154	7.685	24.737	7.681	7.506	8.088
8/10/2022	22:11.1	3037.155	7.692	24.743	7.683	7.504	8.088
8/10/2022	22:12.1	3038.154	7.698	24.745	7.689	7.509	8.088
8/10/2022	22:13.1	3039.156	7.703	24.744	7.695	7.512	8.087
8/10/2022	22:14.1	3040.157	7.706	24.741	7.703	7.517	8.093
8/10/2022	22:15.1	3041.158	7.72	24.741	7.705	7.514	8.09
8/10/2022	22:16.1	3042.158	7.713	24.746	7.709	7.518	8.086
8/10/2022	22:17.1	3043.16	7.729	24.748	7.708	7.511	8.083
8/10/2022	22:18.1	3044.158	7.729	24.746	7.714	7.518	8.088
8/10/2022	22:19.1	3045.158	7.741	24.741	7.719	7.523	8.088
8/10/2022	22:20.1	3046.159	7.743	24.736	7.715	7.526	8.089
8/10/2022	22:21.1	3047.16	7.748	24.734	7.718	7.53	8.092
8/10/2022	22:22.1	3048.16	7.751	24.729	7.731	7.526	8.096
8/10/2022	22:23.1	3049.16	7.754	24.724	7.737	7.537	8.093
8/10/2022	22:24.1	3050.159	7.753	24.723	7.736	7.536	8.092
8/10/2022	22:25.1	3051.159	7.761	24.733	7.73	7.535	8.093
8/10/2022	22:26.1	3052.16	7.767	24.738	7.736	7.539	8.089
8/10/2022	22:27.1	3053.159	7.764	24.748	7.735	7.529	8.083
8/10/2022	22:28.1	3054.16	7.766	24.754	7.734	7.539	8.084
8/10/2022	22:29.1	3055.159	7.766	24.758	7.743	7.543	8.088
8/10/2022	22:30.1	3056.161	7.773	24.76	7.744	7.54	8.083
8/10/2022	22:31.1	3057.161	7.774	24.763	7.746	7.539	8.083
8/10/2022	22:32.1	3058.161	7.769	24.764	7.742	7.542	8.084
8/10/2022	22:33.1	3059.162	7.777	24.764	7.744	7.539	8.084
8/10/2022	22:34.2	3060.173	7.781	24.765	7.746	7.545	8.081
8/10/2022	22:35.1	3061.163	7.783	24.765	7.749	7.544	8.082
8/10/2022	22:36.1	3062.162	7.792	24.766	7.751	7.552	8.083
8/10/2022	22:37.1	3063.164	7.789	24.768	7.755	7.549	8.082
8/10/2022	22:38.1	3064.163	7.794	24.768	7.756	7.549	8.083
8/10/2022	22:39.1	3065.164	7.792	24.77	7.76	7.545	8.086
8/10/2022	22:40.1	3066.165	7.794	24.771	7.753	7.547	8.079
8/10/2022	22:41.1	3067.164	7.793	24.775	7.754	7.551	8.08
8/10/2022	22:42.1	3068.165	7.801	24.777	7.76	7.554	8.077
8/10/2022	22:43.1	3069.168	7.803	24.775	7.762	7.552	8.078
8/10/2022	22:44.1	3070.165	7.806	24.773	7.767	7.557	8.078
8/10/2022	22:45.1	3071.165	7.8	24.772	7.767	7.554	8.079
8/10/2022	22:46.1	3072.164	7.808	24.769	7.768	7.555	8.085
8/10/2022	22:47.1	3073.164	7.805	24.771	7.774	7.558	8.08
8/10/2022	22:48.1	3074.166	7.805	24.773	7.769	7.555	8.077
8/10/2022	22:49.2	3075.184	7.811	24.774	7.774	7.555	8.078
8/10/2022	22:50.1	3076.166	7.812	24.774	7.77	7.558	8.077
8/10/2022	22:51.1	3077.167	7.813	24.772	7.774	7.56	8.071
8/10/2022	22:52.1	3078.166	7.806	24.769	7.774	7.562	8.077
8/10/2022	22:53.1	3079.167	7.818	24.769	7.777	7.56	8.074
8/10/2022	22:54.1	3080.168	7.816	24.769	7.78	7.562	8.076
8/10/2022	22:55.1	3081.167	7.819	24.771	7.783	7.567	8.079
8/10/2022	22:56.1	3082.169	7.813	24.774	7.782	7.572	8.076
8/10/2022	22:57.1	3083.168	7.82	24.774	7.779	7.568	8.079
8/10/2022	22:58.1	3084.169	7.825	24.774	7.789	7.57	8.081
8/10/2022	22:59.1	3085.17	7.823	24.773	7.784	7.571	8.077
8/10/2022	23:00.1	3086.171	7.827	24.775	7.786	7.572	8.079
8/10/2022	23:01.1	3087.171	7.824	24.776	7.789	7.571	8.07
8/10/2022	23:02.2	3088.173	7.835	24.777	7.79	7.577	8.075
8/10/2022	23:03.2	3089.172	7.824	24.779	7.784	7.572	8.077
8/10/2022	23:04.2	3090.173	7.826	24.775	7.786	7.573	8.074
8/10/2022	23:05.2	3091.173	7.828	24.776	7.79	7.575	8.077
8/10/2022	23:06.2	3092.19	7.83	24.775	7.784	7.576	8.075
8/10/2022	23:07.2	3093.173	7.831	24.778	7.787	7.579	8.078
8/10/2022	23:08.2	3094.173	7.827	24.777	7.792	7.577	8.078
8/10/2022	23:09.2	3095.174	7.83	24.774	7.797	7.577	8.082
8/10/2022	23:10.2	3096.173	7.834	24.773	7.789	7.575	8.079
8/10/2022	23:11.2	3097.174	7.834	24.772	7.799	7.575	8.087
8/10/2022	23:12.2	3098.174	7.833	24.773	7.797	7.58	8.079
8/10/2022	23:13.2	3099.175	7.843	24.774	7.797	7.582	8.079
8/10/2022	23:14.2	3100.175	7.834	24.777	7.792	7.583	8.081
8/10/2022	23:15.2	3101.175	7.835	24.781	7.799	7.587	8.073
8/10/2022	23:16.2	3102.174	7.836	24.78	7.79	7.581	8.084
8/10/2022	23:17.2	3103.175	7.839	24.777	7.789	7.583	8.075
8/10/2022	23:18.2	3104.175	7.84	24.774	7.793	7.585	8.082
8/10/2022	23:19.2	3105.175	7.843	24.772	7.796	7.582	8.08
8/10/2022	23:20.2	3106.174	7.844	24.776	7.799	7.582	8.076
8/10/2022	23:21.2	3107.203	7.847	24.777	7.802	7.587	8.08
8/10/2022	23:22.2	3108.174	7.843	24.779	7.797	7.585	8.078
8/10/2022	23:23.2	3109.175	7.84	24.779	7.807	7.589	8.079
8/10/2022	23:24.2	3110.175	7.843	24.783	7.799	7.582	8.08
8/10/2022	23:25.2	3111.175	7.843	24.78	7.799	7.589	8.08
8/10/2022	23:26.2	3112.174	7.846	24.781	7.801	7.592	8.078
8/10/2022	23:27.2	3113.175	7.847	24.782	7.8	7.589	8.078
8/10/2022	23:28.2	3114.175	7.85	24.785	7.802	7.587	8.074
8/10/2022	23:29.2	3115.175	7.843	24.786	7.807	7.591	8.076
8/10/2022	23:30.2	3116.179	7.844	24.785	7.805	7.589	8.076
8/10/2022	23:31.2	3117.18	7.846	24.785	7.799	7.592	8.08
8/10/2022	23:32.2	3118.179	7.852	24.783	7.801	7.593	8.074
8/10/2022	23:33.2	3119.18	7.847	24.785	7.801	7.59	8.077
8/10/2022	23:34.2	3120.18	7.843	24.787	7.8	7.59	8.073
8/10/2022	23:35.2	3121.182	7.845	24.789	7.804	7.592	8.077
8/10/2022	23:36.2	3122.182	7.84	24.788	7.804	7.587	8.075
8/10/2022	23:37.2	3123.182	7.841	24.79	7.809	7.596	8.077
8/10/2022	23:38.2	3124.191	7.841	24.789	7.807	7.589	8.078
8/10/2022	23:39.2	3125.182	7.851	24.789	7.803	7.587	8.078
8/10/2022	23:40.2	3126.183	7.847	24.791	7.804	7.591	8.071
8/10/2022	23:41.2	3127.182	7.84	24.795	7.804	7.587	8.074
8/10/2022	23:42.2	3128.181	7.848	24.8	7.799	7.591	8.075
8/10/2022	23:43.2	3129.182	7.843	24.799	7.804	7.597	8.077
8/10/2022	23:44.2	3130.181	7.845	24.799	7.804	7.596	8.076
8/10/2022	23:45.2	3131.182	7.847	24.8	7.805	7.593	8.072
8/10/2022	23:46.2	3132.182	7.848	24.802	7.802	7.587	8.073
8/10/2022	23:47.2	3133.183	7.843	24.804	7.804	7.589	8.069
8/10/2022	23:48.2	3134.183	7.848	24.803	7.806	7.588	8.068
8/10/2022	23:49.2	3135.182	7.85	24.803	7.805	7.596	8.071
8/10/2022	23:50.2	3136.184	7.849	24.801	7.801	7.599	8.074
8/10/2022	23:51.2	3137.184	7.847	24.8	7.815	7.594	8.072
8/10/2022	23:52.2	3138.184	7.85	24.799	7.808	7.595	8.073
8/10/2022	23:53.2	3139.237	7.853	24.8	7.805	7.593	8.072
8/10/2022	23:54.2	3140.183	7.843	24.801	7.805	7.595	8.073
8/10/2022	23:55.2	3141.184	7.852	24.802	7.813	7.597	8.073
8/10/2022	23:56.2	3142.184	7.847	24.8	7.815	7.599	8.072
8/10/2022	23:57.2	3143.185	7.845	24.8	7.809	7.591	8.07
8/10/2022	23:58.2	3144.184	7.849	24.798	7.807	7.591	8.072
8/10/2022	23:59.2	3145.185	7.851	24.797	7.816	7.591	8.074
8/10/2022	24:00.2	3146.185	7.85	24.796	7.812	7.602	8.075
8/10/2022	24:01.2	3147.185	7.85	24.797	7.809	7.596	8.072
8/10/2022	24:02.2	3148.185	7.849	24.797	7.817	7.602	8.075
8/10/2022	24:03.2	3149.184	7.859	24.799	7.805	7.598	8.074
8/10/2022	24:04.2	3150.186	7.85	24.8	7.812	7.596	8.075
8/10/2022	24:05.2	3151.185	7.85	24.802	7.807	7.601	8.076
8/10/2022	24:06.2	3152.186	7.85	24.802	7.816	7.598	8.076
8/10/2022	24:07.2	3153.186	7.853	24.804	7.808	7.598	8.076
8/10/2022	24:08.2	3154.185	7.847	24.806	7.81	7.6	8.069
8/10/2022	24:09.2	3155.185	7.848	24.81	7.806	7.6	8.072
8/10/2022	24:10.2	3156.199	7.846	24.814	7.807	7.598	8.07
8/10/2022	24:11.2	3157.186	7.846	24.813	7.809	7.599	8.07
8/10/2022	24:12.2	3158.188	7.855	24.811	7.809	7.599	8.073
8/10/2022	24:13.2	3159.187	7.852	24.809	7.806	7.599	8.07
8/10/2022	24:14.2	3160.186	7.857	24.81	7.814	7.597	8.073
8/10/2022	24:15.2	3161.188	7.852	24.809	7.805	7.598	8.067
8/10/2022	24:16.2	3162.188	7.852	24.813	7.812	7.604	8.069
8/10/2022	24:17.2	3163.188	7.847	24.815	7.816	7.601	8.075
8/10/2022	24:18.2	3164.187	7.851	24.817	7.812	7.597	8.07
8/10/2022	24:19.2	3165.188	7.846	24.815	7.813	7.602	8.073
8/10/2022	24:20.2	3166.188	7.857	24.812	7.809	7.603	8.072
8/10/2022	24:21.2	3167.187	7.855	24.81	7.811	7.596	8.067
8/10/2022	24:22.2	3168.187	7.854	24.811	7.813	7.606	8.068
8/10/2022	24:23.2	3169.188	7.854	24.812	7.816	7.604	8.075
8/10/2022	24:24.2	3170.188	7.851	24.814	7.811	7.604	8.071
8/10/2022	24:25.2	3171.192	7.852	24.816	7.813	7.6	8.075
8/10/2022	24:26.2	3172.199	7.846	24.818	7.816	7.601	8.07
8/10/2022	24:27.2	3173.188	7.848	24.82	7.809	7.599	8.068
8/10/2022	24:28.2	3174.188	7.857	24.821	7.816	7.604	8.073
8/10/2022	24:29.2	3175.187	7.856	24.826	7.807	7.603	8.067
8/10/2022	24:30.2	3176.188	7.852	24.829	7.814	7.605	8.07
8/10/2022	24:31.2	3177.189	7.849	24.83	7.807	7.598	8.065
8/10/2022	24:32.2	3178.19	7.846	24.826	7.808	7.6	8.07
8/10/2022	24:33.2	3179.189	7.848	24.825	7.809	7.603	8.067
8/10/2022	24:34.2	3180.191	7.846	24.825	7.809	7.598	8.068
8/10/2022	24:35.2	3181.191	7.847	24.827	7.806	7.601	8.067
8/10/2022	24:36.2	3182.191	7.849	24.83	7.812	7.603	8.072
8/10/2022	24:37.2	3183.192	7.85	24.832	7.809	7.588	8.066
8/10/2022	24:38.2	3184.196	7.852	24.833	7.815	7.607	8.066
8/10/2022	24:39.2	3185.194	7.85	24.833	7.81	7.603	8.07
8/10/2022	24:40.2	3186.195	7.853	24.835	7.811	7.603	8.064
8/10/2022	24:41.2	3187.194	7.845	24.836	7.816	7.6	8.07
8/10/2022	24:42.2	3188.195	7.849	24.838	7.814	7.599	8.061
8/10/2022	24:43.2	3189.206	7.849	24.836	7.81	7.603	8.068
8/10/2022	24:44.2	3190.194	7.847	24.833	7.807	7.597	8.062
8/10/2022	24:45.2	3191.196	7.849	24.833	7.813	7.603	8.066
8/10/2022	24:46.2	3192.194	7.845	24.83	7.816	7.6	8.069
8/10/2022	24:47.2	3193.194	7.854	24.833	7.816	7.604	8.072
8/10/2022	24:48.2	3194.194	7.85	24.832	7.812	7.604	8.066
8/10/2022	24:49.2	3195.195	7.852	24.834	7.815	7.607	8.065
8/10/2022	24:50.2	3196.195	7.86	24.83	7.81	7.605	8.066
8/10/2022	24:51.2	3197.196	7.855	24.83	7.815	7.608	8.065
8/10/2022	24:52.2	3198.196	7.855	24.83	7.816	7.608	8.065
8/10/2022	24:53.2	3199.195	7.853	24.832	7.814	7.603	8.07
8/10/2022	24:54.2	3200.195	7.849	24.834	7.812	7.605	8.066
8/10/2022	24:55.2	3201.196	7.854	24.836	7.814	7.608	8.064
8/10/2022	24:56.2	3202.196	7.854	24.837	7.815	7.601	8.062
8/10/2022	24:57.2	3203.197	7.857	24.841	7.814	7.603	8.062
8/10/2022	24:58.2	3204.197	7.85	24.839	7.81	7.6	8.065
8/10/2022	24:59.2	3205.206	7.851	24.84	7.808	7.602	8.068
8/10/2022	25:00.2	3206.198	7.863	24.84	7.815	7.605	8.061
8/10/2022	25:01.2	3207.198	7.852	24.84	7.811	7.607	8.069
8/10/2022	25:02.2	3208.199	7.853	24.839	7.816	7.603	8.065
8/10/2022	25:03.2	3209.201	7.856	24.839	7.812	7.612	8.064
8/10/2022	25:04.2	3210.199	7.851	24.838	7.814	7.603	8.064
8/10/2022	25:05.2	3211.2	7.857	24.842	7.815	7.601	8.065
8/10/2022	25:06.2	3212.2	7.852	24.846	7.814	7.603	8.062
8/10/2022	25:07.2	3213.2	7.857	24.851	7.814	7.6	8.061
